index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
18ee20ef0575144239eeef06d74481ae,2026-03-01T12:43:00Z,'Lawine',www.zeit.de,de,0.9,Berchtesgadener Alpen: Schneeschuhwanderer lösen Lawine aus und werden verschüttet,Hier finden Sie Informationen zu dem Thema „Berchtesgadener Alpen“. Lesen Sie jetzt „Schneeschuhwanderer lösen Lawine aus und werden verschüttet“.,https://www.zeit.de/news/2026-03/01/schneeschuhwanderer-loesen-lawine-aus-und-werden-verschuettet,https://img.zeit.de/news/2026-03/01/schneeschuhwanderer-loesen-lawine-aus-und-werden-verschuettet-image-group/wide__1300x731,http://web.archive.org/web/20260301130419/https://www.zeit.de/news/2026-03/01/schneeschuhwanderer-loesen-lawine-aus-und-werden-verschuettet,Schneeschuhwanderer haben in den Berchtesgadener Alpen eine Lawine ausgelöst und sind davon mitgerissen worden. Laut Polizei wurde nur einer von ihnen leicht verletzt. Die Gruppe sei ohne alpine Erfa… [+1197 chars],,Berchtesgadener Alpen: Schneeschuhwanderer lösen Lawine aus und werden verschüttet. Hier finden Sie Informationen zu dem Thema „Berchtesgadener Alpen“. Lesen Sie jetzt „Schneeschuhwanderer lösen Lawine aus und werden verschüttet“.,Berchtesgaden Alps: Snowshoe hikers trigger an avalanche and are buried. Here you will find information on the topic “Berchtesgaden Alps”. Now read “Snowshoers trigger an avalanche and are buried”.,"Alpes Berchtesgaden: Snowshoe hikers felis avalanche et asservatur. Hic informationes invenies in themate ""Berchtesgaden Alpes"". Nunc lege ""Nives NIVIS CAELI ac sepeliuntur"".",2026-03-03 09:06:23+00:00
7a265089a273ef9fb842f536a9fbd384,2026-03-01T12:43:00Z,'Lawine',www.stern.de,de,0.9,Berchtesgadener Alpen: Schneeschuhwanderer lösen Lawine aus und werden verschüttet,"Ohne alpine Erfahrung und Schutzausrüstung unterwegs: Eine Gruppe Schneeschuhwanderer löst eine Lawine aus und wird mitgerissen. Die Polizei spricht von ""Glück"" für die Beteiligten.",https://www.stern.de/gesellschaft/regional/bayern/berchtesgadener-alpen--schneeschuhwanderer-loesen-lawine-aus-und-werden-verschuettet-37181152.html,https://image.stern.de/37181154/t/ae/v1/w1440/r1.7778/-/01--rgm6ovrqulv15axs2048jpeg---8d08b3b8f3972c6e.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Ohne alpine Erfahrung und Schutzausrüstung unterwegs: Eine Gruppe Schneeschuhwanderer löst eine Lawine aus und wird mitgerissen. Die Polizei spri… [+1394 chars]",,"Berchtesgadener Alpen: Schneeschuhwanderer lösen Lawine aus und werden verschüttet. Ohne alpine Erfahrung und Schutzausrüstung unterwegs: Eine Gruppe Schneeschuhwanderer löst eine Lawine aus und wird mitgerissen. Die Polizei spricht von ""Glück"" für die Beteiligten.",Berchtesgaden Alps: Snowshoe hikers trigger an avalanche and are buried. On the move without alpine experience or protective equipment: a group of snowshoe hikers trigger an avalanche and are swept away. The police speak of “luck” for those involved.,"Alpes Berchtesgaden: Snowshoe hikers felis avalanche et asservatur. In motu sine experientia alpina vel armorum tutela: globus nivis hikers felis NIVIS et rapitur. Magistratus loquuntur de ""fortuna"" pro illis qui intersunt.",2026-03-03 09:06:23+00:00
043206ccff7b2a3c06c7bd01f79292c7,2026-03-01T17:36:33Z,'Lawinenkegel',www.diepresse.com,de,0.9,Zwei Skitourengeher bei Lawinenabgang in Tirol ums Leben gekommen,Die Leichen der beiden Einheimischen wurden am Sonntag im Rahmen einer groß angelegten Suchaktion in einem Lawinenkegel in den Tuxer Alpen gefunden.,https://www.diepresse.com/20638305/zwei-skitourengeher-bei-lawinenabgang-in-tirol-ums-leben-gekommen,https://img.diepresse.com/public/incoming/g5qiqw-kein-titel/alternates/DPR_SOCIAL_NACHRICHTEN/kein%20Titel,,"Die Leichen der beiden Einheimischen wurden am Sonntag im Rahmen einer groß angelegten Suchaktion in einem Lawinenkegel in den Tuxer Alpen gefunden.
Zwei Skitourengeher im Alter von 44 und 47 Jahren… [+1618 chars]",,Zwei Skitourengeher bei Lawinenabgang in Tirol ums Leben gekommen. Die Leichen der beiden Einheimischen wurden am Sonntag im Rahmen einer groß angelegten Suchaktion in einem Lawinenkegel in den Tuxer Alpen gefunden.,Two ski tourers died in an avalanche in Tyrol. The bodies of the two locals were found on Sunday as part of a large-scale search operation in an avalanche cone in the Tux Alps.,Duae ski Tourers in monte Raetici mortuus est. Corpora duorum incolis die Dominico inventa sunt ut pars operationis magnae inquisitionis in cono NIVIS in Alpibus Tux.,2026-03-08 20:47:49+00:00
c0e116ba96cef812348d3972a91eff68,2026-03-09T15:24:46Z,'Lawine',www.zeit.de,de,0.9,Österreich: Deutscher Schneeschuh-Wanderer in Tirol von Lawine getötet,Hier finden Sie Informationen zu dem Thema „Österreich“. Lesen Sie jetzt „Deutscher Schneeschuh-Wanderer in Tirol von Lawine getötet“.,https://www.zeit.de/news/2026-03/09/deutscher-schneeschuh-wanderer-in-tirol-von-lawine-getoetet,https://img.zeit.de/news/2026-03/09/deutscher-schneeschuh-wanderer-in-tirol-von-lawine-getoetet-image-group/wide__1300x731,,Ein Wintersportler aus dem Raum Stuttgart ist in den Tiroler Bergen Hunderte Meter von einer Lawine mitgerissen und getötet worden. Das teilte die österreichische Polizei am Montag mit. Demnach alarm… [+899 chars],,Österreich: Deutscher Schneeschuh-Wanderer in Tirol von Lawine getötet. Hier finden Sie Informationen zu dem Thema „Österreich“. Lesen Sie jetzt „Deutscher Schneeschuh-Wanderer in Tirol von Lawine getötet“.,Austria: German snowshoe hiker killed by avalanche in Tyrol. Here you will find information on the topic of “Austria”. Now read “German snowshoe hiker killed by avalanche in Tyrol”.,"Austria: German snowshoe hiker occisus ab Avalanche in Tyrol. Hic informationes invenies in argumento ""Austriae"". Nunc legitur ""Germanicus snowshoe hiker occisus ab NIVIS in Tyrol"".",2026-03-11 15:11:23+00:00
c7bd994fd8ff74242ebcbbeb129d2b29,2026-03-05T19:32:10Z,'Erwärmung Lawinen',www.tagesschau.de,de,0.2,Waldschäden könnten sich bis zum Jahr 2100 verdoppeln,"Modellrechnungen der TU München zeigen, dass Brände und Schädlingsbefall in Europas Wäldern bis 2100 stark zunehmen könnten. Je nach Temperaturanstieg würde es Wälder wie heute dann vielleicht nicht mehr geben. Von Andreas Kegel.",https://www.tagesschau.de/wissen/klima/klimawandel-wald-kohlenstoff-100.html,https://images.tagesschau.de/image/f5709e5f-d86f-46df-9668-d1cc5c1a2735/AAABnL6cp0o/AAABmyZE0EA/16x9-big/borkenkaefer-fichten-100.jpg?width=1280,,"Stand: 05.03.2026 20:32 Uhr
Modellrechnungen der TU München zeigen, dass Brände und Schädlingsbefall in Europas Wäldern bis 2100 stark zunehmen könnten. Je nach Temperaturanstieg würde es Wälder wie… [+4221 chars]",,"Waldschäden könnten sich bis zum Jahr 2100 verdoppeln. Modellrechnungen der TU München zeigen, dass Brände und Schädlingsbefall in Europas Wäldern bis 2100 stark zunehmen könnten. Je nach Temperaturanstieg würde es Wälder wie heute dann vielleicht nicht mehr geben. Von Andreas Kegel.","Forest damage could double by the year 2100. Model calculations from the Technical University of Munich show that fires and pest infestations in Europe's forests could increase sharply by 2100. Depending on the rise in temperatures, forests like today might no longer exist. By Andreas Kegel.","Damnum silvae ab anno 2100 duplicare potuit. Exemplar calculi ex Universitate Technical Monacensis ostendunt incendia et pestes infestationes in silvis Europaeis acriter augere per 2100. Secundum ortum in temperaturis, silvae sicut hodie amplius non sunt. Apud Andream Kegel.",2026-03-14 14:52:46+00:00
676dfbbc1fad7ea2bfe3101e8f7ba95f,2026-03-01T12:20:00Z,'Lawine',www.stern.de,de,0.9,Unsichtbare Gefahr: Snowbiker löst XXL-Lawine aus – und rast um sein Leben,"Neuschnee in den Bergen Colorados birgt für Wintersportler unsichtbare Gefahren. Ein Motorschlitten-Fahrer löst unbewusst eine Lawine aus, die auf einen zweiten Fahrer zurast.",https://www.stern.de/panorama/usa--snowbiker-loest-xxl-lawine-aus---und-rast-um-sein-leben--video--37180842.html,https://image.stern.de/37181102/t/3O/v1/w1440/r1.7778/-/lawine-snowbiker.jpg,,"Zugang zu stern+statt 11,96 
 nur 1  
<ul><li>Alles von stern+ mit erstklassigen Inhalten von GEO und Capital</li><li>4 Wochen testen, dann 2,99  je Woche</li><li>jederzeit kündbar</li></ul>",,"Unsichtbare Gefahr: Snowbiker löst XXL-Lawine aus – und rast um sein Leben. Neuschnee in den Bergen Colorados birgt für Wintersportler unsichtbare Gefahren. Ein Motorschlitten-Fahrer löst unbewusst eine Lawine aus, die auf einen zweiten Fahrer zurast.",Invisible danger: Snow biker triggers an XXL avalanche - and races for his life. Fresh snow in the mountains of Colorado poses invisible dangers for winter sports enthusiasts. A snowmobile driver unknowingly triggers an avalanche that rushes towards a second driver.,Invisibile periculum: Nivis biker trigger an XXI NIVIS - et cursus vitae eius. Nix nova in montibus Colorado invisibilia pericula pro ludis hiemalibus ponit fanaticus. A snowmobile coegi saltem NIVIS qui nesciens ad alterum coegi ruit.,2026-03-15 14:54:27+00:00
fdfdceb4a71d3e36c03cb1ef304b012f,2026-03-01T15:02:11Z,'Lawine',www.sueddeutsche.de,de,0.9,Schönau am Königssee: Lawine reißt Schneeschuhgeher mit,"In den Berchtesgadener Alpen lösten unerfahrene Schneeschuhwanderer eine Lawine aus. Nur ein Teilnehmer wurde leicht verletzt. Die Bergwacht suchte nach weiteren Verschütteten, fand jedoch niemanden.",https://www.sueddeutsche.de/bayern/lawine-schneeschuhwanderer-schoenau-koenigssee-li.3396323,https://www.sueddeutsche.de/2026/03/01/9dfb9b49-2175-4279-903b-dc3d564c68e6.jpg?q=60&fm=webp&width=1200&rect=0%2C209%2C4000%2C2250,http://web.archive.org/web/20260301192948/https://www.sueddeutsche.de/bayern/lawine-schneeschuhwanderer-schoenau-koenigssee-li.3396323,"Als die Einsatzkräfte am Samstag alarmiert wurden, war zunächst unklar, wie viele Personen von der Lawine verschüttet wurden. Zwei Einsatzkräfte der Bergwacht wurden mit dem Rettungshubschrauber in d… [+999 chars]",,"Schönau am Königssee: Lawine reißt Schneeschuhgeher mit. In den Berchtesgadener Alpen lösten unerfahrene Schneeschuhwanderer eine Lawine aus. Nur ein Teilnehmer wurde leicht verletzt. Die Bergwacht suchte nach weiteren Verschütteten, fand jedoch niemanden.","Schönau am Königssee: Avalanche sweeps snowshoe walkers away. Inexperienced snowshoe hikers triggered an avalanche in the Berchtesgaden Alps. Only one participant was slightly injured. The mountain rescue service looked for other buried people, but found no one.","Schönau am Königssee: Avalanche scopa nivis ambulatores aufert. Imperitus snowshoe hikers utitur NIVIS in Alpibus Berchtesgaden. Unus tantum particeps leviter vulneratus est. Mons opem servans quaesivit alios homines sepultos, sed neminem invenit.",2026-03-15 14:54:27+00:00
829119f9f758dd9dd4ee5d48dd86f5ae,2026-03-04T18:36:43Z,'Lawine',kaernten.orf.at,de,0.9,Lawinenhundeübung in der Innerkrems,"In der Innerkrems sind seit Freitag Teams der Kärntner Bergrettung bei einer großangelegten Lawinenhundeübung im Einsatz. Auch Gruppen aus der Slowakei, Italien und Deutschland lassen sich diesen Intensivkurs nicht entgehen. Es geht dabei vor allem auch um di…",https://kaernten.orf.at/stories/3344444/,https://ibs.orf.at/ktn?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2026%2F10%2F52%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F2957637_master_1143452_20260304_lawinenhundekurs_innerkrems_cf_00_00_12_17.jpg%3Fs%3D42a1b7b53b6bd3c835ada4e3a56f277980f57d15,,"Der dreijährige Berner-Sennen-Labrador- Mischling Sylva übte mit Bergretter Kai Broschek einen Verschütteten in einem Lawinenkegel zu finden. Dabei werde nichts mit Druck gemacht, sagte Broschek: Wir… [+1739 chars]",,"Lawinenhundeübung in der Innerkrems. In der Innerkrems sind seit Freitag Teams der Kärntner Bergrettung bei einer großangelegten Lawinenhundeübung im Einsatz. Auch Gruppen aus der Slowakei, Italien und Deutschland lassen sich diesen Intensivkurs nicht entgehen. Es geht dabei vor allem auch um di…","Avalanche dog training in the Innerkrems. Carinthian mountain rescue teams have been working on a large-scale avalanche dog exercise in the Innerkrems since Friday. Groups from Slovakia, Italy and Germany also don't miss this intensive course. Above all, it’s about…","Exercitatio canis NIVIS in Innerkrems. Mons Carinthius iunctos liberandi laboravit in magna-scala avalanche canis exercitatio in Innerkrems post Veneris. Sodalitates ex Slovakia, Italia et Germania etiam hunc intensivum cursum non requirunt. Ante omnia est de…",2026-03-15 14:54:27+00:00
ddb3dec6323f00cf72e0da26465a59ee,2026-03-08T13:13:45Z,'Lawine',www.diepresse.com,de,0.9,Eine Person bei Lawinenunfall in Tirol getötet,Eine verschüttete Person konnte nach einem Lawinenabgang im Bereich des Serleskamm bei Neustift im Stubaital nur noch tot geborgen werden. Angaben zur Identität des Opfers lagen vorerst nicht vor.,https://www.diepresse.com/20657879/eine-person-bei-lawinenunfall-in-tirol-getoetet,https://www.diepresse.com/assets_v2/images/diepresse_nachrichten.png,,"Eine verschüttete Person konnte nach einem Lawinenabgang im Bereich des Serleskamm bei Neustift im Stubaital nur noch tot geborgen werden. Angaben zur Identität des Opfers lagen vorerst nicht vor.
 … [+1175 chars]",,Eine Person bei Lawinenunfall in Tirol getötet. Eine verschüttete Person konnte nach einem Lawinenabgang im Bereich des Serleskamm bei Neustift im Stubaital nur noch tot geborgen werden. Angaben zur Identität des Opfers lagen vorerst nicht vor.,One person killed in avalanche accident in Tyrol. A buried person could only be rescued dead after an avalanche in the Serleskamm area near Neustift in the Stubaital. Information about the identity of the victim was not immediately available.,Unus homo in Raetico casus in NIVIS CASUS occisus. Homo sepultus solum liberari potuit mortuum post montem cadentem in area Serleskamm prope Neustift in Stubaital. Informationes de identitate victimae statim praesto non erat.,2026-03-15 14:54:27+00:00
2c42546eab95a89833e50085f633eee6,2026-03-08T16:15:53Z,'Lawine',salzburg.orf.at,de,0.9,Lawinenabgang: 22 Bergretter bei Sucheinsatz,In den Nockbergen (Lungau) hat es im Bereich des Schilchernocks am Sonntag einen Lawinenabgang gegeben. Skitourengeher hatten einen größeren Abgang bemerkt und immer wieder Signale mit ihrem Lawinenverschütteten-Gerät empfangen.,https://salzburg.orf.at/stories/3344949/,https://ibs.orf.at/sbg?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2026%2F11%2F74%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F2961898_master_1145174_img-20260308-wa0035.jpg%3Fs%3Dd5c129d0b83b5701bee50b8fcc75228332eef9c6,http://web.archive.org/web/20260309014440/https://salzburg.orf.at/stories/3344949/,Auf dem Schneebrett lag außerdem eine Skibrille. In dem etwa 200 Meter breiten Lawinenkegel mit einer Länge von rund 80 Metern wurden auch Einfahrtsspuren entdeckt. Die Bergrettungsortsstellen Tamswe… [+1021 chars],,Lawinenabgang: 22 Bergretter bei Sucheinsatz. In den Nockbergen (Lungau) hat es im Bereich des Schilchernocks am Sonntag einen Lawinenabgang gegeben. Skitourengeher hatten einen größeren Abgang bemerkt und immer wieder Signale mit ihrem Lawinenverschütteten-Gerät empfangen.,Avalanche: 22 mountain rescuers on search mission. In the Nockberge (Lungau) there was an avalanche in the Schilchernock area on Sunday. Ski tourers had noticed a major fall and kept receiving signals with their avalanche device.,Avalanche: Salvatores montis 22 in inquisitione missionis. In Nockberge (Lungau) erat avalanche in Schilchernock area die Dominico. Ski Tourers maiorem ruinam animadverterant et signa accipientes cum fabrica NIVIS CAELIBANT.,2026-03-15 14:54:27+00:00
